rating,text,title,username
4,For most applications they seem to do a decent job. Have used them for about 3 years.,Adequate,ByFreestyle Freddy
3,"They didn't last very long in my cheap camera. With them not being lithium I didn't expect them to last forever, but I should of gotten more then a days use out of them. In my Xbox controller they lasted an adequate amount of time. So all in all these definitely aren't for heavy use and the price point reflects that.",Adequate,ByCody
3,Adequate performance. I just pulled 16 batteries from four night lights. Half of these were the AmazonBasics AA batteries. Not surprising until I tell you that that AmazonBasics batteries were the last to be installed and the other half were installed long before the AmazonBasics. I don't think I'll buy these again.,Adequate performance. I just pulled 16 batteries from four ...,BySMK
5,Nice price for a bunch of batteries.,Affordable,ByFooish
5,"AAA batteries - lots of them, at an affordable price. What's not to like",Affordable AAA Batteries.,Bye
5,Work better than the Kodak batteries that I had previously,Affordable and last longer than name brands,ByEvan George
5,"I have 2 kids, and they have a lot of battery powered toys. We tried rechargeable batteries, and they didn't hold up like I was hoping. These batteries are more affordable than brands at the store, and I can't tell a difference in performance.",Affordable Power,ByC. McCurdy
5,Great deal. They are what they are but seem to hold life pretty well. Will definitely buy again when I need to restock.,Affordable quality,ByRyann
5,This is an affordable set of rechargable Alkaline batteries.,affordable set of batteries,ByAmazon Customer
5,"They are very affordable batteries. I have not run any specific testing, but so far, they have performed well, and appear to give good battery life.","Affordable, seemingly long lasting batteries.",ByAustin H
5,I didn't know Amazon makes batteries at a very affordable amount. Now i know where to purchase batteries.,Affordable!,ByWorking Mom
5,Affordable. Long lasting battery life.,Affordable. Long lasting battery life.,ByAmazon Customer
3,Mediocre performance,Alkaline,ByMat H.
5,like it for the money,alkaline batteries,ByAmazon Customer
5,These are alright batteries works well on remotes and other little gadgets. I just like my energize battery or the copper top battery myself but my husband got these for the smaller items around here.,Alkaline Batteries,ByDennis
5,These batteries are very durable. AmazonBasics did very well on this product.,Alkaline Batteries,ByLinda R
5,GOOD ALKALINE BATTERIES. AREN'T ALL ALKALINE THE SAME ADVERTISING STEERS SOME PEOPLE.,ALKINE IS A ALKALINE,Byed ziringer
2,"We use battery operated candles with timers. The batteries normally have to be changed once a month. These cheap batteries lasted 2 weeks. I thought these batteries were a good deal, but I was wrong.",All batteries are not created equal...,ByTimothy Neal
1,All the batteries came dead so I did a return and got new ones. Second order was the same as the first.Update: still have yet to receive refund from second order after several weeks!!!,All dead twice,ByHeathenbill
5,Work well at a lower price. All is good.,All is good.,ByBebes papa
1,all dead,all of them where dead wouldn't run anything,Byrichard chambers
4,"a couple of low juice ones, but I bought a charger and all is good",Almost perfect,ByCrystal
2,"Maybe mine is a bad batch, had a serious leak on one of them, these batteries seem to last as long as duracells but duracells never leaked in my experience",Almost ruined my electronics,BySearch and Buy
5,Always a good buy!,Always a good buy!,ByDouglas W. Fielder
4,Always a good deal,Always a good deal!,ByPaul A. Mccloud
5,"Just as good as name brands, lasts longer and no mercury.",Always good to have around,ByJoshua
5,With all the electronics in the house we go through abundance of batteries a month. This is a great deal and they seem to last quite a long time!Have mine set up to be shipped every month definitely the best way to go!,Always great!,ByCrafty carol
5,Damn that's a lot of batteries!,Always needed,ByAnne P.
5,"Amazing product, love it. Used it first thing",Amazing,ByChristopher Huskins
5,"Love these, never had any problems and you can not beet the price! I not only buy them for home but also for my job.",Amazing,ByAshley Schoeppner
5,These are great. How is Duracell still in business,Amazing,ByMF Brown
5,"Using in my Xbox One controller. Battery life is on-par w/ Energizer and Duracell, and like a zillion times cheaper.",Amazing,ByAlbert J. Swartz
5,Amazing and affordable.,Amazing batteries at an affordable price!!,ByTech Junkie
5,I don't think I'll ever buy duracell again,Amazing deal,ByAaron
5,"Amazing deal on these batteries! We have six kids so we are always needing batteries for something - whether it be a game, or a computer mouse, or whatever ... we always need a good stock of batteries. As far as holding up and doing the job, they seem to be doing great! I will update if I find any problems. So far, so good. Will need to buy more once Christmas gets closer.",Amazing deal on these batteries,ByMeatballMom
5,"AMAZING DEAL!!!So many batteries for an amazing price!!! In the stores, you get half the amount of batteries for double the price.100 will re buy.work great. FAST SHIPPING TO! (ONLY TOOK A DAY)",AMAZING DEAL. Fast Shipping,ByCurious Kash
5,I have truly been converted form any other battery brand to using AmazonBasics! Very happy with the life of these batteries!,Amazing life and better than competitors!,ByTheHoskins12
5,Great batteries at a fantastic price. Don't buy your batteries from Wal-Mart when you can get more than twice as many for a cheaper price on Amazon.,Amazing price,ByKeith
5,"really amazing price and really great product. From my experience, Amazon products are pretty good quality. I will be buying this over and over again.",Amazing price,BySarah
5,"Such a steal for so many batteries. Not only are there a ton of them, they last for a long time. A loooooong time. My rechargeable AA for my gaming mouse usually hardly makes it past a couple of days with my usage. I haven't had to change one of these yet and it's been weeks. More than satisfied.","AMAZING price, even better performance",ByCarlos Bloodworth
5,"This batteries were dirt cheap, way cheaper than buying batteries in the store. They arrived in a nice, compact cardboard box and they last a long time. You will not be disappointed because these are not cheap knock-off black label batteries.",Amazing Price!,ByAJ
5,Great product! Affordable and reliable!,Amazing product,ByGiacomo
5,"These are an amazing product for the price. We use a battery operated sound machine for our son to sleep to, and these work just as long as the Duracell batteries we were originally using and I love that they come in 4 packs within the box, which is extremely convenient so we don't have batteries floating around once they fall out of the box.",Amazing Value,ByMark Spencer
5,Tons of batteries for the lowest price I've found. Superb product by amazon.,Amazing value,ByG Bizzle
5,"I bought this for my dad, I buy Anker for all my cable and power needs, and once again, they did not disappoint. This is a must buy!!!!",Amazing!,ByKelly
5,"You put these little cylinders in stuff and it makes them work -- flashlights, remotes, kitchen scales, clocks.",Amazing!,ByBogart
5,You can always use batteries. I used these before and they seem to last pretty well.,Amazon AA Alkaline Batteries,ByPatsy E. Verhoeven
5,Great batteries.,Amazon AA Batteries,ByRaymond Gilmore
4,"Iv'e got these batts in a bunch of holiday candles. Going strong. Great price. If they poop out early, I'll update this post.",Amazon Alkaline,ByBurnboss
5,These have tested ok so far.,Amazon Basic AA Alkaline Batteries,ByRichard W.
5,"Good buy on batteries,long life.",Amazon basic AAA batteries,ByAmazon customer
5,Great price and solid performer!,Amazon Basic AAA Battery,ByArdvaark1965
5,Good batteries. All fit in the uxcelPlastic case for AAA batteries...,Amazon basic batteries,ByAmazon Customer
5,"Amazon Basic Batteries are the best, I buy them in all varieties.",AMAZON BASIC BATTERIES ARE THE BEST,ByGG
5,You have to love AmazonBasic products. These batteries are first class and an excellent value.,Amazon Basic products are first class.,ByJR
5,Not the first time I have bought Amazon Basic products and won't be the last. From my experience these products do just as well as any name brand product but with less experience. Love the packaging these batteries came in and so far from what I can tell work like a charm. Put them in a couple of my gadgets and worked perfectly. The way we go through batteries the cost savings is well worth it.,Amazon Basic products rule!!,Bywrrodger
5,Amazon Basics AA Performance Alkaline Batteries... Great prize so far no problems with them.,Amazon Basics AA Performance Alkaline Batteries...,ByRAUL GOMEZ
5,Great batteries at a good price!,Amazon Basics AA Performance Batteries,ByAmazon Customer
5,Excellent product!,Amazon Basics AAA Alkaline Battries,ByKindle Customer
5,Prior reviews were very good on these batteries so we thought we would give them a try. So far so good! All are still working as described . Will change review should we need to- but now highly satisfied .,Amazon Basics AAA Batteries,ByDebbie Baer
5,"Great batteries. They perform well, definitely not cheap batteries. I will probably purchase more as the price is just right and you get about 20.",Amazon Basics AAA Batteries are great,BySherry H.
5,"They are batteries, they work and they last...What else",Amazon Basics always delivers. Good Qualilty,ByAmazon Customer
5,I've never had a problem with any of Amazons stuff. I actually prefer it over namebrand because of the cost-effectiveness if it's not something that's going to show and look tacky I could care less... batteries are one of them,Amazon basics are good,ByKeeks
4,"These are decent but I find they last about 20 less than Duracell batteries, but considering the cost difference they are actually worth it.",Amazon Basics Batteries are Decent for the Price,ByCo-Create
5,"Amazon basics batteries are just as good as the name brands from my experience. Well packaged in easy open box, whivh I appreciate since I have arthritis. Box is small enough to keep the rest of the batteries from getting all over and easy to find when replacement is needed. A",Amazon basics batteries are just as good as the name brands from my experience,ByLorraine Lake
5,Great battery deal! I have now used 6 batteries and have not noticed any difference between power length compared to duracell or energizer. They last just as long and work fine. I am now buying these because of cost savings.,Amazon Basics did a great job again!,ByRenee Hoffman
5,I started buying these large packs of Amazon batteries because of the great value and previous experience with Amazon Basic products. These batteries seem to work as well as my Energizers and Duracells at a fraction of the cost. I will be buying more AA and AAA when I run low. That should take a while with this large pack.,Amazon Basics does it again!,ByRick
5,Work great and are a great price. Can't beat that! These seem to be on par with low to mid tier brand battery live so can't complain.,Amazon Basics For The Win!,ByDavid A.
5,These are quality batteries...just as good as major brand names. Can't beat the price. Thank you.,Amazon Basics Great value. Great quality,ByK. Powell
5,"So far, these hold up really well. For the price, they are simply unbeatable. They come packaged in a small, generic box. I've now tried 4 AmazonBasics products, and I haven't got a complaint about any so far. Amazon seems to not only want to make cheap products, but they also don't seem to want to get complaints and returns as well. Who has time for all of the mess So, do it right the first time, and see what happens.Thanks for another great product!*If my review was helpful in any way, please click the little YES button. If not, just laugh and move on.",Amazon Basics keeps producing winners,ByMr. McButton
5,Batteries that get the job done. Cool packaging. Amazon claims another industry.,Amazon basics keeps taking over.,ByMichael John Francis
5,Nice. Great for the price.,Amazon basics products are nice.,ByAmazon Customer
5,These batteries seem to last as long as the more expensive gold/black batteries. All of the Amazon Basics items we have bought have been of excellent quality.,Amazon Basics Quality,ByR. Jones
4,"I like the Amazon line of Basics. Nothing fancy, they just work.",Amazon basics scores again,ByCharles
5,"This is a great buy and last along time, Amazon Basics is great .",Amazon Basics shoul be used for everything.,ByRoxann Castrogiovanni
5,"I don't know what you expect to read here. Some elaborate review about how these batteries are amazing from the packaging to the ease of installation etc No, they are AS A batteries that are cost effective and do their job properly. No.magic smoke yet so can't complain. 10/10",Amazon Basics Win,Byihavenewnike
3,Batteries don't last very long compared to Duracell or Energizer,Amazon batteries,ByDebra Kozlowski
5,Don't waste your coin of the expensive store brands. These work great.,Amazon batteries,ByRick Moody
5,I always try to buy Amazon rechargeable batteries. Good price and lasts a long time between charges. Saves a bit of the environment compared to disposable ones.,Amazon Batteries,ByJJMI
4,OK,Amazon Batteries,ByGeorge T. Sumner
5,Quite a bargain.,Amazon Batteries,ByCheryle T.
4,Works great and holds chaege as well as and battery I have had,Amazon Batteries,ByAlgie
4,"First time I've used these batteries, so far so good!",Amazon Batteries AA,ByS Kennedy
5,"Great price, and I'm very pleased with performance.",Amazon Batteries AAA,ByMarty
5,I love these batteries. Affordable and have worked well in all our game console controllers and kids toys that are frequently used!,Amazon batteries are a hit,By4ks2015
5,Great batteries for the money,Amazon batteries are all I buy now,ByTeamBOAH
1,"My 37 days old Amazon fire stick quit working, the system was fine it just seemed like the remote wasn't getting any juice. Tried 3 different sets of these batteries in it and it still wouldn't work-and yes, I put them in the right way. Contacted Amazon about the limited warranty on remote as it was just past 30 days purchased and couldn't return, but before sending back for warranty service and being without TV for who knows how long and just to make sure, I bought some energizer batteries. Wouldn't you know it, the remote fired right back up. Can't trust these batteries.",Amazon Batteries Are Crap in Amazon Remote,ByAmy Bol
1,"I use hundreds of AAAs annually, and despite the graphics in ad, these are about the poorest performing, with least longevity, of any I have bought. Still have another 100 of these, but will likely go thru those quickly.",Amazon batteries did not perform for me,ByMike2014
5,I'll never buy another brand again. Amazon batteries last! Quality and affordable!,Amazon batteries make the Energizer look lazy!!,ByAngie Lembo
5,What else can you say Amazon ROCKS and so do their batteries!!!,Amazon batteries ROCK!!!,ByJake
5,GREAT!,"Amazon batteries, great items!",ByCobra911
4,HOPE THEY WORK!,AMAZON BATTERIES.,ByGULICK GRINGO
5,"First of all- buying batteries is never fun . It's also quite expensive. I fell in love with the fact , I could buy these Amazon branded batteries through prime and get them in two days .But guess what. I got them in 1 day!!! Plus , I stocked up for all those dang Christmas toys for my triplets. If I buy one, I have to buy three!!!!They lasted just as long as a standard battery . Plus , I love that they come in a nice cardboard sleeve. Rather than the ones at the store where they all fall out when you rip the plastic from the cardboard.To wrap up- these were very impressive.",Amazon Branded Batteries- whats not to like !!!,ByHeather Terry aka Triplet Mom
5,These work great. I primarily use them in my xbox 36 controller and they last as long if not longer than any other brand i have used. I highly recommend them.,Amazon brings the power and a bargain price.,ByTroy Simmons
5,"good price, worked fine",Amazon came through,ByDoctor Mickey
5,Cheep and effective these batteries compare to mainstream manufacturers without issue. The price tag is so much lower that even if you didn't like them or felt that a major manufacturer was somehow better than this you probably still wouldn't regret the purchase. They hold their charge and last just as long as anything else. Amazon Strikes again with a great product,Amazon for the Win.,Bycpaynenj
5,Seems to be as good as the average battery bought in a store. Nice amount for a good price. I buy all my batteries from Amazon now,Amazon has become my go-to for batteries!,ByDr. Todd
5,"Batteries can be expensive! However, Amazon has taken the opportunity to sell a good quality product. There are plenty of batteries for the cost, and in these times of uncertainty we need to be prepared for our family. During times of power outage batteries are so comforting because they allow us to maintain a sense comfort. They also sell these in triple a, c, and d. The price is good compared to other brands, and the quality of Amazon is backing the product. Safe and good buy for any consumer.",Amazon has taken the opportunity to sell a good quality product,ByAmazon Customer
5,Great for the price and last long,Amazon just owns,ByJonathan
5,stronger than duracell and so much cheaper. amazon keep up the great work,amazon keep up the great work,Byedwina
2,Does not last as long as Duracell quantum. These were sent as a supplement,Amazon performance batteries,ByJ C.
1,"These are budget friendly but don't last! I bought for my battery operated candles that typically use batteries for 6-8 weeks. Twice these batteries barely lasted 1 week. It was so disappointing. Amazon produce are usually so good, but I would not recommend these.","Amazon produce are usually so good, but I would not recommend these",ByAmazon Customer
5,Great value,Amazon rules,BySandra Smith
5,"Batteries were inexpensive, work well in multiple devices.I hate running out of triple A batteries!",Amazon Triple A Batteries,ByHenry W
5,Perfectly sent perfectly usable,Amazon Tripple-A is top-notch product,Bylionelwurzelprinz
5,Amazon batteries over good performance at a great price. Nice option to replace more expensive name brand batteries.,Amazon: The New Name Brand for Battery Power,ByGreg
4,They're batteries. Significantly more cost effective than Duracel Energizer. Rated 4* because I can't yet say how they last compared to the two big brands but so far they're performing well.,Amazon's AA Batteries,ByDC
4,Love this particular packaging arrangement. I think 48-count is the way to go in the future.,Amazon's ABasics batteries,ByLana Baker
5,"Amazon's batteries are great. I've had no problems with them leaking or corroding. They last as long as any other AA battery I've used too.The AmazonBasics brand has been great for so many different things, and I definitely recommend these batteries.",Amazon's batteries are great. I've had no problems with them leaking or ...,ByJoshua B.
5,"I just love Amazon's batteries. They last just as long as the name brand batteries, but are much less expensive.",Amazon's batteries are the best!,ByChris C
4,"Great batteries. So why not 5 stars I haven't used them long enough yet to know their life expectancy, and it would have been more convenient to have the packaging to be resealable or with fewer in the same container. I ordered 20 and it came in two 10-pack sealed plastic things. Not a big deal, since I took care when opening them. All remotes and appliances that I've inserted the new batteries into are still working perfectly after a month. That's all I ask.",AmazonBasic Power is a Go!,ByMJDubz
5,Not so surprised as AmazonBasics delivers excellent product. Work just like the Energizers and last as long.,AmazonBasics - Excellent Brand,ByJosebetzy
5,"Arrived quickly,great price seem to be high quality so far",AmazonBasics AA batteries,ByDavid Huber
5,"Everything we have around the house uses batteries, so we go through them fast. I like purchasing in bulk because I don't have to purchase them as often and they are a little cheaper that way. I was a little nervous to purchase the AmazonBasics brand, because I wanted to make sure that I purchased a quality battery. We normally purchase Duracell.I am happy to see that the quality is just as good as the other brands we've purchase and at a fraction of the cost.We will be purchasing these again in the future.",AmazonBasics AA Batteries,ByHoneyBun
5,I thought I would give these AA batteries a try. I have always used Kirkland brand and never had a problem. These are a few cents cheaper. I will see how long they last compared to Kirkland brand (Costco).,AmazonBasics AA Batteries,ByJust a guy
5,Excelente puedo recomendarlo ampliamente.,AmazonBasics AA Performance Alkaline,ByFranklin Moreno Celis
5,"Great Price, Great product.",AmazonBasics AA Performance Alkaline Batteries,ByPhilly
5,"Have this as a subscribe save item, so when I run out I just order more.",AmazonBasics AA Performance Alkaline Batteries,ByCSACH
3,The juice in these batteries aren't long term.,AmazonBasics AA Performance Alkaline Batteries,Bykcanel
5,Eight AA alkaline batteries... not too much to say: New. Shrink-wrapped. Delivered quickly safely. Work just like we need AA batteries to work.No problems here.RecommendedGo for it,AmazonBasics AA Performance Alkaline Batteries - 8 pack - As described - Good deal as 'Add-on' to another order,ByRatherLiveInKeyWest
5,"These batteries are typical alkaline batteries. I recently put them in a couple of remotes that needed batteries and these worked fine, At this point, I can not say what their longevity will be. They work well in the devices in which I placed them.",AmazonBasics AA Performance Alkaline Batteries.,ByBarbara Cheney
5,Great price! Just began using these batteries so their lasting ability is yet to be determined. DFD,AmazonBasics AA Performance Alkaline Batteries...,ByDavid F. Daniels
5,Very good batteries for the price...Much better than purchasing batteries locally in a 4 pack...,AmazonBasics AA Performance Alkaline Batteries...,ByLRS021054
5,I thought this was a great investment I wasn't wrong these batteries are just as good as any other. I will be ordering these again..,AmazonBasics AA Performance.,ByLuckyLeeLee
5,These were exactly as described arrived on time (or maybe earlier than the delivery date specified). They work just fine I'd buy them again. And the BIG plus is they were a LOT less expensive than buying them from a brick mortar store work just as well! No problems :),AmazonBasics AAA Alkaline Batteries,ByFireSpirit Designs
5,Nice battery and price. Have not had any problem with them.,AmazonBasics AAA batteries,ByNaMa
5,"Initial charge upon receipt was higher than the name brand batteries I usually get, I'll definitely be ordering more when these are about gone!",AmazonBasics AAA battery,ByCoy
5,I tested the lifespan of these batteries with my Wireless mouse. Lasts just as long as Duracell CopperTop AAA.,AmazonBasics AAA or Duracell CopperTop AAA: can't tell the difference!,ByKemal
5,no point in spending money on brand name batteries. these are a great product at a very reasonable price. i don't buy any other brands.,AmazonBasics AAA Performance Alkaline Batteries,ByYossi M.
5,The RIGHT item delivered FAST at a GOOD price. What more can you ask for They are AAA batteries work as expected.,AmazonBasics AAA Performance Alkaline Batteries,ByJoes Garage
5,AmazonBasics AAA Performance Alkaline Batteries (20-Pack). We subscribed to this. The batteries are holding up just as good as any other. You can't beat the price either.,AmazonBasics AAA Performance Alkaline Batteries (20-Pack),ByChaparr0
4,Good batteries work as described,AmazonBasics AAA Performance Alkaline Batteries...,ByChickey
5,"AmazonBasics AA Alkaline batteries, are generic alkaline batteries as good as Duracel Rayovac.",AmazonBasics Alkaline Batteries,ByMichael C. Burrell
5,"AmazonBasics has become a great brand that rivals the Energizers of the world. These batteries are an affordable price and a really high quality, especially when compared to the competition. With having a three year old, we are constantly running through batteries and it is great having these AmazonBasics type products out there to help middle income families like ours afford all the necessities that comes with having kids and just life in general (think remote control batteries).",AmazonBasics Amazing Brand,Bydstrausser83
5,AmazonBasics are a tremendous deal. I bought this 36 count AAA because it cost about the same as 4 pack of name brand. If ever I give an electronic gift I include these with the gift.,AmazonBasics are a tremendous deal. I bought this 36 ...,ByChuck
5,I just put 4 of these in my flashlight they worked. It is too soon to see how long they will last. I have had great experience with other amazon basics products ( the wireless keyboard mouse set)So I decided to try the batteries-- so far so good,amazonbasics are good stuff at low prices,ByTim Fisher
5,These are great batteries at a great cost. I will continue to purchase these. I replaced batteries in my outdoor solar lights and I have many and these work great. Highly recommend.,AmazonBasics batteries,ByWanda
5,We order batteries keep them stocked at all times. We also order AAA Batteries for the same reason.,AmazonBasics Batteries,ByBetty
5,"No issues with these batteries. I've started buying all of my batteries from AmazonBasics, especially the AmazonBasics C Cell Everyday Alkaline Batteries (12-Pack) for the holidays and AmazonBasics AAA Performance Alkaline Batteries (20-Pack) for everyday items.Bottom line: I would recommend this to a friend.",AmazonBasics Batteries Are Everyday Household Staples,ByKitty
5,These are great. I used to have to go to Costco to get the equivalent number of batteries at a discount. Now I can get these batteries in a couple of days from Amazon.,AmazonBasics Batteries are Great,ByJoan Patterson Garcia
5,"I've been impressed with the performance and quality of AmazonBasics battery. Though the price point is pretty low, don't let that fool you - they are every bit as long-lasting and durable as the brand-named batteries on the market. In my opinion, there's no reason to spend more on a battery because of it being a name that you're familiar because I can tell you that my experience has been amazing. And honestly, I can't tell the difference between AmazonBasics batteries and other batteries that I've bought in the past that has cost me much, much more money!",AmazonBasics Batteries are life!,ByC. G.
5,"Everything about AmazonBasics is amazing. Anything we have ever ordered that was AmazonBasics has always worked beautifully. The batteries arrived, in what would appear to be recycled packaging, which is good on them. No issue with any of the batteries we ordered, including these AA.",AmazonBasics kills it again,ByRicky
5,All Good,AmazonBasicsAAA,ByJim D. Miller
5,"Amazing Value, they shipped free on Amazon Prime and they are as good as any other.",Amzaing Value,ByLarry Pittman
5,A great price for a large amount of batteries. These last just as long as name brand batteries if not longer!,An AAA Performance!,ByLeria Draven
5,AN AMAZING PRICE FOR 48 VERY HIGH QUALITY BATTERIES. loved this pack. the batteries come in 4's in plastic inside a big box,AN AMAZING PRICE FOR 48 VERY HIGH QUALITY BATTERIES,ByDylon
5,"I'm always leery about ordering offbrand batteries, because it seems like so many of them are total garabge. But I've been really pleased with these, they are holding up as nicely as the energizers we were spending much more for! I will definitely buy these again when we run out!",An offbrand battery that's actually worth it!,ByJen-nay
5,"Packaged very well,just what I wanted.",Ana batteries,Bywayne
5,"Batteries packaged well, and are working just like any other battery",and are working just like any other,ByJohnny
5,"The only way to buy batteries. Large quantity, and great price.",and great price.,ByDennis L Monroe
5,"Ordering in bulk for batteries makes my life so much easier. I have kids, and they always need a battery for something! I have AAA, AA and other sizes on hand all the time, and I love never disappointing them! They have tons of battery operated toys and games and Amazon makes it so much easier than running out to the corner store and paying double!",and I love never disappointing them,ByJen
5,"I purchased this product for my own use, and Ive found it to be a great product. Size, fit, quality and the whole mess is top notch. I have to admit I was a little hesitant at first, given the price, but after opening the box I immediately realized I had made a good purchase. I can imagine using this item for a long time, and should I need another Ill likely buy one just like this.",and Ive found it to be a great product. Size,"ByCarl Franklin, JD/PhD"
5,Great batteries and even better price.,Another great Amazon Basics item,ByJosh larson
5,"These seem to work / last like any other quality battery. Packaged well. Great price. Thus far, every AmazonBasics product I've bought has been high in quality (and great in price). I'm expecting the same here.Keep this up, Amazon, and I'll keep coming back.",Another great deal.,ByJohn Arthur Lee (author of Bound to Eve)
5,Amazon Basics comes through with yet another superb value. These work every bit as well as their Energizer and Duracell equivalents at a fraction of the price. It comes in a nice carton that is perfect for storage and can be recycled when the batteries are gone. Highly recommended!,Another Great Value from Amazon Basics!,ByA. Taylor
5,Worked as advertised.,Another GREAT! deal. Thanks Amazon!,ByObe
5,"use these batteries specifically for amazon devices, they give long lasting performance.",another hit for amazon,ByWilliam Pittman
5,"This is like my fifth box of these batteries and they last as long if not longer than any others I've purchased, including the copper top and the bunny.All Amazon products from their basics to their electronics can't be beat. Very BIG fan of Amazon branded products. The only thing I don't buy from Amazon is perishable foods. Man would I love to see one od their food stores in Santa Fe!",Anything Amazon branded is always the best!,ByEdward J. Nemec
5,AOK,AOK,ByJim MCO
5,"great price, very good batteries",aok,ByPaul
5,AOK-AS ORDERED,AOK-AS ORDERED,ByJames M. Kelly
5,"So far so good. I usually buy Duracell, but I trust amazon... sooooo I tried these. No complaints thus far",Appears to be equal quality to duracell,BySCPTX
5,These batteries rock. They have one of the best performance to price ratio's anywhere. We use large numbers of them to power microphone transmitter packs in our theater productions. Those are applications where they cannot fail. These outperformed the ProCells we have been using. I recently bought 900 of them for our production of the Wizard of OZ. They worked flawlessly. They are our new standard battery.,"Approved by the Scarecrow, the Tin man, the Lion, and Dorothy.",ByRichard W.
1,"Approximately half of the batteries I've tried so far are dead. Low expectations for the remainder of the lot, and never buy these again.",Approximately half of the batteries I've tried so far are ...,ByJack W
5,"Run of the mill batteries, for the price and convenience, especially with Prime shipping, are a good buy.",are a good buy.,ByAmazon Customer
5,arrived and worked like a charm!!,arrived and worked like a charm!!,ByBSBoggs
5,The batteries arrived in a timely manner. I was in need of a battery for my wireless mouse and after Alexa placed y order this package arrived in record time to my door.,Arrived in Record Time,ByMaryellen Honkomp
5,Product as advertised. Arrived on time and in good condition. Good value! Will buy again.,Arrived on time and in good condition. Good value,ByBuffalo
5,Average value in quality.,as advertised,ByAlan Stouffer
5,As always...reliable and well packaged.,As always... reliable and well packaged.,ByBR
5,As described,As described,ByAngelsBayCom
5,Received the batteries as they were described. So far the ones I have tried have worked great.,As described,ByR G B Amazon Customer
5,Batteries came exactly as described. I have only used a couple of them and they work great in the remote..Time will tell about shelf life...,As described..,ByRick D.
5,AA they work,as expected,ByJohn Blais
4,as expected,as expected,ByStacia Lynn
3,As expected.,As expected,ByTerry Ramey
3,"As expected from Amazon, there were no problems with the ordering and delivery process. So far I have installed several batteries, but it's too soon to tell how long they are going to last.","As expected from Amazon, there were no problems with ...",ByBlaze501
4,As expected. Batteries at a good price. Batteries come in a brown box. Inside the batteries are in groups of 4.,As expected.,ByDVDdog
4,As expected. Nothing special.,As expected.,Byrockinshoe
5,GREAT VALUE,AS GOOD A BATTERY AS YOU CAN BUY,ByWoody
5,I work in an electronics lab and did a test against the big name batteries and the discharge curve and performance was exactly the same as the brand that stars with E !!! Very good value,"As good as any brand on Market for Less money, You don't often get a real deal but this is one",ByWTIndiana
5,They seem just as good as any I have bought from the store. I have used them for countless things and have had no problems. They came on time and it is great to have the convenience of delivery.,As good as any I have bought before,ByAnthea R. Close
5,"I bought these batteries being skeptical about their price and quality - since when were store brand batteries ever really good and worth the cost Well Amazon will surprise you again with another great addition to AmazonBasics. These batteries are as good as if not better than major name brands. I have been using these batteries in devices that typical run down alkaline batteries in a couple of weeks, and so far these batteries have lasted twice as long. I have not noticed any problems or differences with these batteries, and I have yet to test them with my voltmeter for consistency however, I have noticed no issues or problems. I usually prefer to use rechargeable batteries, but these make using alkaline batteries worth it again.",As Good As Any Major Brand,ByDB
5,"I was skeptical at first, but these AmazonBasics batteries are pretty competitive to Duracell and Energizer alkaline batteries.",As Good As Brand Batteries,ByJohn A. John
5,The Amazon batteries seems to have an acceptably long life compared to much more expensive brand names. My one complaint is that they recently upsized the box the smaller package was much more convenient to store the batteries in.,As Good as Brand Name Batteries,ByJared E. Hayter
5,you can't go wrong with this. quality is as good as brand name products.,as good as Brand name products,ByKendrick Rivera
5,as good as costco,as good as costco,ByCatfish 777
5,"I love these batteries from Amazon and will continue to buy them for my controllers for gaming as they are strong enough to deal with them. I get a long life from these. As long as I do from my Duracells! I complete this review after either I or an immediate family member has tested the product thoroughly. Sometimes I have very little to say about a product if it works and it does what it is advertised. Sometimes I wax effusive, or rather poetic. Either way please be assured that we have tested the product and have been honest with you. If my review is helpful for you or makes sense, please indicate Yes below. Thank you for reading my review.",As good as duracell for gaming,ByMamaVee
5,As it should be...AAA Alkaline battery. Can't beat the price and quality. Holds up well to its competitors. This is a no brainer if you like to save money.,As good as it claims,ByVsyan2418
5,I love Amazon basics batteries. They last a long time and are cheap. Plus the packaging is convenient.,As good as name brand,ByChristine
5,"These work as well as any standard-type batteries on the market. They last just as long as the name brand batteries. I don't know how well they store because I have been giving a lot to kids who had inferior batteries in their handhelds. I ran out that way. They use those handhelds constantly, but they haven't had to replace any of the batteries I gave them (it's been a couple of months). Other devices have had these batteries for six months, now, and are going strong.",As good as name brand,ByRaeyin
5,Great price and they seem to last as long as name brands.,As good as name brands,Byharrinpt
5,These are just as good as any other battery as far as I can tell but cost far less. Great option if you use lots of batteries! Tired of the store ripping me off when I need a couple.,"As good as others, much cheaper",ByLucas Rifkin
5,"Was worried these might be low quality, but they have performed about as well as premium brand batteries. Will reorder when more are needed. Can't comment on leak resistance yet, but everything else seems top notch.",As good as premium brands,ByA. Spivey
5,"As good as the brand name batteries at considerably less cost. I have tried numerous off brand batteries in the past. None of them have ever lasted as long as the name brands, and some were almost dead right out of the box. I have found these batteries to last just as well as the name brand batteries, in both the AA and AAA sizes. I have not tried the D or C cells yet.",As good as the brand name batteries at considerably less cost,ByAmazon Customer
5,"Bargain of the year. Have already used a dozen for various electronic items and they are, so far, performing as well as the name brands If I find they quit too soon I will update the review",As good as the name brands,BySue and Noel
